,name,required_age,is_free,currency,final,total_reviews,review_score
467710,Santa Girls,0,False,EUR,10.79,10,7
467720,Roomie Romance,0,False,EUR,12.49,27,5
467750,Chromo XY,0,False,EUR,8.19,14,6
467760,Trapper's Delight,0,False,EUR,6.59,107,8
467780,simian.interface++,0,False,EUR,1.99,28,7
467790,Crongdor the Barbarian,0,False,EUR,4.99,3,0
467810,Splody,0,False,EUR,5.99,37,7
467820,Zero G Arena,0,False,EUR,8.19,224,8
467850,METAGAL,0,False,EUR,3.49,83,5
467090,A Game of Changes,0,False,EUR,4.99,6,0
467170,Subterrarium,0,False,EUR,4.99,4,0
467210,Evo Explores,0,False,EUR,3.99,81,8
467220,Dyna Bomb,0,False,EUR,1.59,6,0
467270,Weaves of Fate,0,False,EUR,3.29,40,6
467290,Starship Titanic,0,False,EUR,5.99,52,8
467310,Rogue Port - Red Nightmare,0,False,EUR,0.79,4,0
467320,God of Word,0,False,EUR,3.99,65,8
467330,Just a Cleric,0,False,EUR,4.99,26,7
467350,Leveron Space,0,False,EUR,0.89,4,0
467360,Off-Peak,0,True,,,27,7
467370,Escape This,0,False,EUR,0.99,27,5
467380,Khimera: Destroy All Monster Girls,0,True,,,31,7
467390,Approaching Blocks,0,False,EUR,1.99,65,5
467430,Farming 6-in-1 bundle,0,False,EUR,5.99,21,6
467440,Insignificant,0,False,EUR,16.79,1,0
466630,The Pedestrian,0,False,EUR,16.79,1283,9
466660,Stash,0,True,,,64,8
466730,King's Guard TD,0,False,EUR,2.39,31,5
466740,ARAYA,0,False,EUR,14.99,174,6
466770,Ghost Croquet,0,False,EUR,3.29,5,0
466800,The Dope Game,0,False,EUR,1.99,144,8
466810,Soulslayer～灭魂·误佳期～,0,False,EUR,7.99,23,7
466820,Zenodyne R,0,False,EUR,9.99,15,7
466840,Super Space Pug,0,False,EUR,0.79,90,5
466860,上帝之城 I：监狱帝国 [City of God I - Prison Empire],0,False,EUR,15.99,19,5
466870,Aurora Nights,0,False,,,123,8
466900,Hide & Spook: The Haunted Alchemist,0,True,,,2,0
466910,Worm.is: The Game,0,True,,,31,7
466920,Mugen Souls Z,0,False,EUR,19.99,34,6
466940,The Sandbox Evolution - Craft a 2D Pixel Universe!,0,True,,,189,5
466980,Can't Drive This,0,False,EUR,19.99,84,6
467000,Insincere,0,False,EUR,3.99,69,5
467010,Fall of Civilization,0,False,,,26,4
466270,Half-Life: A Place in the West,0,True,,,24,7
466280,Super Cube Smash,0,False,EUR,6.0,3,0
466300,Planescape: Torment: Enhanced Edition,0,False,EUR,15.99,1424,8
466350,Fossil Echo,0,False,EUR,9.99,46,5
466420,Warriors' Wrath,0,False,EUR,0.79,16,5
466430,Choice of Alexandria,0,False,EUR,2.39,56,8
466490,Princess Isabella: The Rise of an Heir,0,False,EUR,1.99,32,4
466500,35MM,0,False,EUR,8.99,801,5
466520,Drone Hunter VR,0,False,EUR,9.99,20,6
466580,GOD's DEATH,0,False,EUR,3.99,2,0
465750,Tank Battle: North Africa,0,False,EUR,9.99,8,0
465840,THE LAST BLADE,0,False,EUR,9.99,29,6
465860,Awakening: The Sunhook Spire Collector's Edition,0,False,EUR,9.99,4,0
465870,SHOCK TROOPERS 2nd Squad,0,False,EUR,7.99,17,5
465890,Dark Parables: The Final Cinderella Collector's Edition,0,False,EUR,9.99,12,7
465900,Dark Tales: Edgar Allan Poe's The Gold Bug Collector's Edition,0,False,EUR,9.99,11,7
465920,Echoes of the Past: The Revenge of the Witch Collector's Edition,0,False,EUR,6.99,4,0
465930,OddPlanet,0,False,EUR,4.99,22,5
465960,Farm Tribe,0,False,EUR,6.99,5,0
465970,Grave Mania: Undead Fever,0,False,EUR,6.99,5,0
465990,Hidden Expedition: The Crown of Solomon Collector's Edition,0,False,EUR,9.99,8,0
466000,Maze: Subject 360 Collector's Edition,0,False,EUR,9.99,20,7
466010,Nevertales: The Beauty Within Collector's Edition,0,False,EUR,9.99,6,0
466020,Off the Record: The Linden Shades Collector's Edition,0,False,EUR,9.99,8,0
466030,Otherworld: Spring of Shadows Collector's Edition,0,False,EUR,9.99,9,0
466040,Pet Store Panic,0,False,EUR,6.99,2,0
466050,Redemption Cemetery: Salvation of the Lost Collector's Edition,0,False,EUR,9.99,9,0
466060,Shiver: Vanishing Hitchhiker Collector's Edition,0,False,EUR,9.99,10,7
466070,Spa Mania,0,False,EUR,6.99,1,0
466080,Surface: The Pantheon Collector's Edition,0,False,EUR,9.99,2,0
466100,Witches' Legacy: The Ties That Bind Collector's Edition,0,False,EUR,9.99,8,0
466110,Shaolin vs Wutang,0,False,EUR,11.59,386,8
466130,White Day: A Labyrinth Named School,0,False,EUR,16.79,162,8
466160,Arelite Core,0,False,EUR,19.99,13,7
466210,Race & Destroy,0,False,EUR,9.99,8,0
466220,Kingdom of Loot,0,False,,,169,5
465360,Uprising: Join or Die,0,False,EUR,6.99,40,6
465440,Aplowcalypse,0,True,,,1,0
465450,iOMoon,0,False,EUR,5.99,22,6
465490,Stellar Tactics,0,False,EUR,16.79,747,8
465510,Sinful Eden,17,False,EUR,6.99,21,4
465520,PRICE,0,True,,,41,7
465540,Adventure World,0,False,EUR,4.99,15,5
465650,Out of the Park Baseball 18,0,False,EUR,19.99,400,8
465660,Franchise Hockey Manager 3,0,False,EUR,19.99,63,5
465670,Project G,0,False,EUR,2.39,3,0
465720,Demon Hunter 2: New Chapter,0,False,EUR,7.99,49,5
464850,Don Bradman Cricket 17,0,False,EUR,45.99,247,5
464880,Stars in Shadow,0,False,EUR,22.99,467,6
464900,Pitfall Planet,0,False,EUR,8.19,30,7
464940,Sketchfab VR,0,True,,,2,0
464950,Sumer,0,False,EUR,14.99,3,0
464960,Hiiro,0,False,EUR,2.99,44,7
465000,Event Horizon,0,False,EUR,5.99,36,5
465010,Quantized,0,False,EUR,12.99,2,0
465020,Sector Six,0,False,EUR,8.19,117,8
465050,Grey Phobia,0,False,EUR,2.99,2,0
465060,EXZEAL,0,False,EUR,11.99,8,0
465070,TRIZEAL Remix,0,False,EUR,11.99,10,7
465090,Don Bradman Cricket 17 Demo,0,True,,,1,0
465100,LUNA The Shadow Dust,0,False,EUR,19.99,207,8
465130,Wicce,0,False,EUR,6.59,22,7
465170,Crime Secrets: Crimson Lily,0,False,EUR,7.99,58,5
465180,One Day in London,0,False,EUR,9.99,19,7
465190,Space Survival,0,False,EUR,0.43,7,0
465200,Fury Unleashed,0,False,EUR,19.99,266,8
465240,Serious Sam VR: The Last Hope,0,False,EUR,36.99,749,8
465280,Yesterday Origins,18,False,EUR,14.99,106,6
465310,Ricerca VR,0,False,EUR,0.99,20,7
464440,Annie Amber,0,False,EUR,2.39,26,5
464450,DoDonPachi Resurrection,0,False,EUR,27.99,248,8
464470,BloodGate,0,False,,,162,5
464490,The Afterglow of Grisaia,0,False,EUR,8.99,32,7
464500,The Melody of Grisaia,0,False,EUR,8.99,30,7
464530,猫肉「Cat Meat」,0,False,EUR,0.99,14,5
464540,Colosse,0,True,,,3,0
464610,Led It Rain,0,False,EUR,9.99,5,0
464620,Siralim 2,0,False,EUR,14.99,379,8
464630,Secret Of The Royal Throne,0,False,EUR,6.99,5,0
464650,Runbow,0,False,EUR,14.99,36,7
464670,Empty Soul - S&S Edition,0,False,EUR,6.99,10,6
464690,Vroomist,0,False,EUR,6.99,27,3
464700,Maui,0,True,,,5,0
464740,Monsters and Medicine,0,False,EUR,9.99,2,0
464780,ChuSingura46+1 S,0,True,,,19,7
464800,Twisted Worlds,0,True,,,1,0
463980,Solitairica,0,False,EUR,9.99,200,8
464000,Arcade Saga,0,False,,,33,6
464020,Super Puzzle Galaxy,0,False,,,5,0
464050,Heroes Must Die,0,True,,,3,0
464060,RUINER,0,False,EUR,19.99,3404,8
464070,Diorama Battle of NINJA　虚拟3D世界 忍者之战,0,False,EUR,6.99,7,0
464080,Kyoto Colorful Days,0,False,EUR,9.99,43,6
464100,Codex of Victory,0,False,EUR,14.99,88,5
464110,Factotum 90,0,False,EUR,3.29,5,0
464120,Xcinerator,0,False,EUR,1.99,9,0
464170,VRMark,0,False,EUR,19.99,42,5
464230,Colours of Magic: Aqua Teeter,0,False,EUR,0.99,23,6
464240,Detective Hunt - Crownston City PD,0,False,EUR,4.99,17,5
464260,Xeno Crisis,0,False,EUR,17.99,29,7
464340,Syberia 3,0,False,EUR,29.99,637,5
464350,Screeps: World,0,False,EUR,14.99,891,8
464360,3030 Deathwar Redux - A Space Odyssey,0,False,EUR,14.99,804,9
464380,Best of Us,0,False,EUR,2.39,12,3
464400,Bounce,0,False,EUR,14.99,24,7
463670,Runeyana,0,True,,,9,0
463700,Super Cloudbuilt,0,False,EUR,19.99,99,8
463710,Puzzle Galaxies,0,False,EUR,0.79,14,4
463800,FreeHolder,0,False,EUR,8.19,65,8
463830,Izeriya,0,False,EUR,0.99,2,0
463850,Muddy Heights® 2,0,False,EUR,2.99,151,6
463860,Shadows of Kurgansk,0,False,EUR,5.99,53,5
463870,Deathwave,0,False,EUR,4.99,11,5
463880,Beyond Magic,0,False,EUR,2.99,17,5
463920,Initia: Elemental Arena,0,False,EUR,11.99,4,0
463930,The Dweller,0,False,EUR,4.99,186,8
463110,Farnham Fables,0,False,EUR,0.79,126,6
463150,BARRIER X,0,False,EUR,2.99,234,6
463160,Super Dungeon Tactics,0,False,EUR,8.19,83,6
463170,Jagged Alliance: Rage!,0,False,EUR,19.99,112,5
463180,Super Blue Fighter,0,True,,,8,0
463210,State of Anarchy,0,False,EUR,0.79,292,8
463220,Dungeon of Zolthan,0,False,EUR,0.99,154,6
463250,One Tower,0,True,,,2,0
463270,Ghost 1.0,0,False,EUR,12.99,668,8
463290,Kismet,0,False,EUR,3.29,100,8
463320,The Sea Eternal,0,False,EUR,4.99,23,5
463350,Storm Of Spears RPG,0,False,EUR,0.9,226,6
463390,One Thousand Lies,0,True,,,15,7
463400,Spellbound,0,False,EUR,19.99,16,7
463430,Ironguard,0,False,EUR,6.99,7,0
463440,Retool,0,False,EUR,7.99,1,0
463450,Bipolar Game,0,False,EUR,8.19,4,0
463460,"Resette's Prescription ~Book of memory, Swaying scale~",0,False,EUR,12.99,15,5
463470,Lithium: Inmate 39,0,False,,,10,6
463480,A Shooty Bit,0,False,EUR,1.99,5,0
463510,Norman's Great Illusion,0,False,EUR,2.49,9,0
462630,RiftStar Raiders,0,False,EUR,19.99,2,0
462640,Surf World Series,0,False,EUR,14.99,16,5
462670,VR-Xterminator,0,False,EUR,4.99,3,0
462680,BalanCity,0,False,EUR,7.99,233,6
462700,Cricket Captain 2016,0,False,EUR,8.19,41,5
462730,Townopolis,0,False,EUR,3.99,29,5
462770,Pyre,0,False,EUR,16.79,4324,8
462830,Airline Director 2 - Tycoon Game,0,False,EUR,4.99,43,4
462860,Crawlers and Brawlers,0,False,EUR,6.59,27,6
462910,Poly Runner VR,0,True,,,3,0
462930,AdVenture Communist,0,True,,,118,5
462940,Making History: The Second World War,0,False,EUR,25.99,108,6
462950,The East New World,0,False,EUR,3.99,14,5
462960,Caveman World: Mountains of Unga Boonga,0,False,EUR,1.99,138,5
462990,Tomoyo After ~It's a Wonderful Life~ English Edition,0,False,EUR,19.99,214,8
463000,Hero Battle,0,False,EUR,5.69,3,0
463010,One Way Flight,0,False,EUR,2.99,5,0
463020,Wander No More,0,True,,,11,7
463030,Bottle,0,False,EUR,0.79,163,5
463060,Clover Tale,0,True,,,3,0
463070,Mecha Ritz: Steel Rondo,0,False,EUR,5.69,38,7
463100,Liveza: Death of the Earth,0,False,EUR,2.39,5,0
462220,Mahjong Deluxe 3,0,False,EUR,3.29,16,7
462240,Post Human W.A.R,0,False,EUR,14.99,19,6
462250,Boiling Bolt,0,False,EUR,11.99,1,0
462400,Slide Ride Arcade,0,False,EUR,4.99,1,0
462480,Sweet Escape VR,0,False,EUR,8.19,35,7
462520,Super Kaiju,0,False,EUR,19.99,14,7
462530,8i - Make VR Human,0,True,,,1,0
462570,New Yankee in King Arthur's Court,0,False,EUR,4.99,8,0
462580,New Yankee in Santa's Service,0,False,EUR,4.99,4,0
462590,Taekwondo Grand Prix,0,False,,,13,7
462620,Pocket Kingdom,0,False,EUR,6.99,36,7
461880,Hyposphere,0,False,EUR,2.39,22,4
461890,NORTH,0,False,EUR,1.59,112,5
461940,Plancon: Space Conflict,0,False,EUR,6.99,15,4
461950,Beat Cop,0,False,EUR,14.99,773,6
461990,The Prison Game,0,False,EUR,22.99,2,0
462000,Cyberpong,0,False,EUR,8.99,82,8
462070,IWO: Bloodbath in the Bonins,0,False,EUR,9.99,8,0
462100,Starr Mazer: DSP,0,False,EUR,9.99,166,8
462110,3 Coins At School,0,False,EUR,4.99,11,4
462130,Momentum,0,False,EUR,9.99,5,0
461390,Bulby - Diamond Course,0,False,EUR,2.99,10,4
461400,Massive,0,False,EUR,16.79,20,5
461410,Protonwar,0,True,,,49,7
461430,EmergeNYC,0,False,EUR,20.99,2205,5
461480,Archibald's Adventures,0,False,EUR,3.99,19,7
461490,Kaboom Monsters,0,False,EUR,2.99,40,5
461510,Tears of Avia,0,False,EUR,12.99,21,5
461520,Grizzly Valley,0,False,EUR,4.99,52,4
461560,MANDAGON,0,True,,,105,8
461580,Galaxy Cannon Rider,0,False,EUR,9.99,2,0
461590,The Way Of Love: Sub Zero,0,False,EUR,9.99,5,0
461600,Zipple World 2: The Sweet Chaos,0,False,EUR,4.99,2,0
461640,Sins Of The Demon RPG,0,False,EUR,0.9,401,8
461650,It's Killing Time,0,False,EUR,3.29,15,5
461680,FPV Air Tracks,0,True,,,40,4
461700,Seduce Me 2: The Demon War,0,False,EUR,9.99,278,8
461710,Tales Across Time,0,False,EUR,2.99,22,7
461750,Ghoul Kid,0,True,,,1,0
461760,Reptilian Rebellion,0,False,EUR,2.99,9,0
461780,Moonstone Tavern - A Fantasy Tavern Sim!,0,False,EUR,7.99,73,4
461810,CAFE 0 ~The Sleeping Beast~,0,False,EUR,19.99,26,7
461820,Legionwood 1: Tale of the Two Swords,0,True,,,2,0
461830,Adventure Apes and the Mayan Mystery,0,False,EUR,2.99,2,0
461840,Zenge,0,False,EUR,0.99,852,8
461850,Abrix 2 - Diamond version,0,False,EUR,1.59,4,0
461860,Tower Dwellers,0,False,EUR,6.99,11,5
461010,Roll'd,0,False,EUR,0.99,65,6
461030,A Long Way Home,0,False,EUR,1.99,14,6
461170,Bucket Detective,0,False,EUR,3.99,165,8
461180,SurrealVR,0,True,,,2,0
461210,Riding Out,0,False,EUR,19.99,47,5
461220,Beglitched,0,False,EUR,8.19,79,8
461230,Dashy Square,0,False,EUR,2.99,65,8
461280,Missileman Origins,0,False,EUR,1.59,3,0
461320,Smackitball,0,True,,,3,0
461340,A Timely Intervention,0,False,EUR,9.99,19,7
461350,The King's Heroes,0,False,EUR,9.99,10,6
461360,Thorne - Son of Slaves (Ep.2),0,False,EUR,3.29,17,7
461370,Midnight's Blessing 2,0,False,EUR,7.99,4,0
461380,A Princess' Tale,0,False,EUR,3.99,22,5
460560,Blamdown: Udder Fury,0,False,EUR,4.99,8,0
460580,Star Chart,0,False,EUR,9.99,12,5
460630,Trouble Witches Origin - Episode1 Daughters of Amalgam -,0,False,EUR,9.99,44,7
460640,Breached,0,False,EUR,5.69,44,5
460650,Tick Tock Bang Bang,0,False,EUR,3.99,27,5
460700,Song of the Deep,0,False,EUR,14.99,290,8
460730,Draco Dux,0,False,EUR,9.99,1,0
460750,Blade Ballet,0,False,EUR,14.99,23,7
460780,Avadon 3: The Warborn,0,False,EUR,19.99,71,8
460790,Bayonetta,17,False,EUR,19.99,5489,8
460810,Vanquish,18,False,EUR,19.99,2483,8
460850,Allumette,0,True,,,8,0
460910,A-Gents,0,False,EUR,2.39,14,6
460920,Steep™,0,False,EUR,29.99,6606,8
460930,Tom Clancy's Ghost Recon® Wildlands,0,False,EUR,49.99,17692,6
460940,Father´s Island,0,False,EUR,4.49,22,5
460960,The Deed: Dynasty,0,False,EUR,2.49,141,8
460970,Soulcaster: Part I & II,0,False,EUR,4.99,16,7
460990,The Impossible Travel Agency,0,False,EUR,3.99,25,5
460060,Varenje,0,True,,,29,6
460120,Megadimension Neptunia VII,0,False,EUR,16.79,1355,8
460140,Midnight at the Celestial Palace: Part I,0,False,EUR,3.99,20,7
460150,One Last Chance,0,False,EUR,3.99,25,5
460160,The Leisure of Grisaia,0,False,EUR,2.99,151,8
460190,Rocket Riot,0,False,EUR,9.99,8,0
460210,Bearslayer,0,False,EUR,9.99,4,0
460220,Xenoraid: The First Space War,0,False,EUR,9.99,57,8
460230,Starters Orders 6 Horse Racing,0,False,EUR,39.99,70,6
460250,🔴 Circles,0,False,EUR,7.99,26,7
460340,Guards,0,False,EUR,4.99,84,6
460430,The Letter - Horror Visual Novel,0,False,EUR,19.99,662,8
460470,Hindenburg VR,0,False,EUR,12.99,12,7
460510,One Dark Night,0,True,,,2,0
460540,Temple of Rust,0,True,,,1,0
459610,Star Fleet Armada Rogue Adventures,0,False,EUR,5.69,21,7
459630,R.C. Bot Inc.,0,False,EUR,4.99,6,0
459640,You... and who else?,0,False,EUR,6.99,13,5
459680,Auro: A Monster-Bumping Adventure,0,False,EUR,6.99,40,6
459730,A World With No Colour,0,False,EUR,3.99,2,0
459760,Exotic Matter,0,False,EUR,19.99,7,0
459780,Vektron Revenge,0,False,EUR,9.99,4,0
459830,Final Days,0,False,EUR,4.99,31,7
459870,VIRTUAnimator,0,False,EUR,8.19,5,0
459880,PlayFortress,0,False,EUR,19.99,11,5
459940,Deer Man,0,False,EUR,0.79,164,5
459130,Love in the Glen,0,False,EUR,4.99,21,5
459150,Super Cat Herding: Totally Awesome Edition,0,False,EUR,8.19,14,7
459160,Allods Online,0,True,,,4,0
459170,Discovr™ Egypt: King Tut's Tomb,0,True,,,8,0
459220,Halo Wars: Definitive Edition,0,False,EUR,19.99,3218,8
459260,Bowslinger,0,False,EUR,4.99,24,5
459310,The Hero Project: Redemption Season,0,False,EUR,3.29,103,5
459350,Battlesloths 2025: The Great Pizza Wars,0,False,EUR,4.99,37,7
459370,Riverbond,0,False,EUR,21.99,23,7
459410,Sector 724,0,False,EUR,6.99,5,0
459470,Wars of Napoleon,0,False,EUR,36.99,37,5
459520,Kinacoustic,0,False,EUR,8.19,10,7
459540,Cherry Tree High Girls' Fight,0,False,EUR,12.99,42,6
459550,Catch Canvas,0,False,,,66,6
459580,LightWalk,0,False,EUR,4.99,9,0
458660,The Slimeking's Tower,0,True,,,12,6
458680,Auto Age: Standoff,0,False,EUR,9.99,31,7
458700,Cursor Challenge,0,False,EUR,0.99,11,6
458730,Conception II: Children of the Seven Stars,0,False,EUR,19.99,353,8
458750,FireAlpaca SE,0,False,EUR,36.99,45,7
458760,Palinurus,0,True,,,12,7
458770,WRC 6 FIA World Rally Championship,0,False,EUR,39.99,151,5
458820,"States, Firms, & Households",0,False,EUR,27.99,2,0
458830,Snooker Nation Championship,0,False,EUR,3.29,146,5
458920,Carnival Games® VR,0,False,EUR,19.99,159,5
458960,Winning Putt: Golf Online,0,False,,,17,5
458990,Astral Domine,0,False,EUR,2.99,19,5
459010,Ghost Town Mine Ride & Shootin' Gallery,0,False,EUR,8.99,319,8
459020,Melting Hearts: Our Love Will Grow 2,0,False,,,33,5
459040,Medieval Battlefields - Black Edition,0,False,EUR,9.99,6,0
459080,YIIK: A Postmodern RPG,0,False,EUR,19.99,154,5
459090,Masquerada: Songs and Shadows,0,False,EUR,19.99,206,8
458200,Rumpus,0,False,EUR,14.99,2,0
458230,Infinite Shooter,0,False,EUR,1.99,2,0
458290,Space Bit Attack,0,False,EUR,4.99,8,0
458330,Vilmonic,0,False,EUR,12.49,44,6
458360,eMedia Piano and Keyboard Method,0,False,EUR,45.99,19,7
458370,VR Baseball,0,False,EUR,8.99,16,5
458380,Gahkthun of the Golden Lightning Steam Edition,18,False,EUR,36.99,37,7
458420,Last Heroes 3,0,False,EUR,2.39,19,5
458450,GAIN,0,False,EUR,4.99,4,0
458470,Grim Legends 3: The Dark City,0,False,EUR,7.99,171,8
458480,Mythic Wonders: The Philosopher's Stone,0,False,EUR,9.99,79,8
458490,Who Must Die,0,False,EUR,6.99,14,5
458500,Babylon 2055 Pinball,0,False,EUR,3.99,1,0
458510,Zombie Pinball,0,False,EUR,4.99,12,5
458520,Wrath of Anna,0,False,EUR,19.99,29,6
458540,Lines,0,False,EUR,4.99,18,7
458560,Plastic Playground,0,True,,,1,0
458580,Windlands 2,0,False,EUR,24.99,248,8
458590,ABE VR,0,True,,,1,0
458600,ZRoll,0,False,EUR,0.79,25,4
458630,Political Animals,0,False,EUR,14.99,81,5
457710,Road Madness,0,False,,,134,4
457730,Mushroom Wars 2,0,False,EUR,14.99,205,5
457760,The Signal From Tölva,0,False,EUR,19.99,563,6
457770,Audio Arena,0,False,EUR,6.99,13,7
457810,Sky to Fly: Soulless Leviathan,0,False,EUR,3.99,11,5
457820,Outrage,0,False,EUR,3.99,29,5
457860,Apollo 11 VR,0,False,EUR,9.69,422,8
457870,Minigame Party VR,0,False,EUR,0.99,4,0
457890,TumbleSeed,0,False,EUR,14.99,64,8
457960,Holopoint,0,False,EUR,14.99,570,8
457980,Adele: Following the Signs,0,False,EUR,2.39,7,0
458000,March of the Living,0,False,EUR,14.99,344,6
458030,StarFringe: Adversus,0,False,EUR,6.99,6,0
458040,Hex Gambit,0,False,,,10,7
458060,Drusilla Dreams,0,False,EUR,0.99,22,4
458110,VReakout,0,False,EUR,7.99,2,0
458170,SpiritSphere DX,0,False,EUR,8.19,13,7
458180,POSTZ: ZOMBIES VR,0,False,EUR,3.99,2,0
457210,SEUM: Speedrunners from Hell,0,False,EUR,14.99,954,9
457230,Atlas Reactor VR Character Viewer,0,False,,,1,0
457320,HoloBall,0,False,EUR,14.99,358,8
457340,Dimensional,0,False,EUR,4.99,42,6
457370,Alexa's Wild Night,0,False,EUR,8.19,17,7
457380,Storm VR,0,True,,,52,5
457420,Surgeon Simulator VR: Meet The Medic,0,True,,,1,0
457450,Defend Your Crypt,0,False,EUR,2.99,11,5
457480,Domino Sky,0,False,EUR,2.5,125,6
457490,"Forgotten, Not Lost - A Kinetic Novel",0,False,EUR,1.99,61,8
457520,Moustache Mountain,0,False,EUR,1.99,55,6
457530,My Lady,0,False,EUR,0.99,105,8
457570,Camp Sunshine,0,False,EUR,5.69,131,8
457600,Emerge: Cities of the Apocalypse,0,False,EUR,7.99,105,5
457650,Stonehenge VR SANDBOX,0,False,EUR,14.99,2,0
457660,Andromedum,0,False,EUR,1.99,16,5
457680,OPUS: The Day We Found Earth,0,False,EUR,8.99,232,6
457690,Hotel Blind,0,False,EUR,1.99,11,5
456920,Gary the Gull,0,True,,,1,0
457010,StarsOne,0,False,EUR,9.99,142,6
457130,Runes: The Forgotten Path,0,True,,,36,7
456390,Exception,0,False,EUR,1.49,7,0
456420,Gunslinger Trainer,0,False,EUR,3.99,6,0
456430,Christmas Adventure: Candy Storm,0,False,EUR,1.99,168,8
456440,The Orphan Dreams,0,False,EUR,3.29,3,0
456450,Jaunt VR - Experience Cinematic Virtual Reality,0,True,,,3,0
456540,STAR WARS™: Rebel Assault I + II,0,False,EUR,8.19,104,6
456660,Slime & Friends,0,False,EUR,0.79,7,0
456670,Hand of Fate 2,0,False,EUR,27.99,1621,8
456690,Weather Lord: Following the Princess Collector's Edition,0,False,EUR,9.99,1,0
456740,Doctor Kvorak's Obliteration Game,0,False,EUR,17.99,4,0
456750,The Room Three,0,False,EUR,5.99,3299,9
456760,A dragon girl looks up at the endless sky,0,False,EUR,9.99,17,7
456780,DUCATI - 90th Anniversary,0,False,EUR,9.99,39,5
456810,Zombillie,0,False,EUR,4.99,37,5
456830,Dual Core,0,False,EUR,8.19,13,7
455940,Odd||Even,0,False,EUR,1.59,19,4
455960,Domain Defense,0,False,EUR,4.99,22,5
455970,Nokori,0,False,EUR,0.79,8,0
455980,Judgment: Apocalypse Survival Simulation,0,False,EUR,19.99,907,8
455990,Smash Pixel Racing,0,False,EUR,2.99,2,0
456090,Dead Some Day,0,False,EUR,0.79,9,0
456130,Space Scaven,0,False,EUR,6.99,5,0
456150,SpaceSys,0,False,EUR,10.99,2,0
456160,Flag N Frag,0,False,EUR,1.99,4,0
456170,Bannerman,0,False,EUR,8.19,74,6
456180,The American Dream,0,False,EUR,19.99,75,5
456210,A Land Fit For Heroes,0,False,,,5,0
455590,Skedaddle,0,False,EUR,3.99,6,0
455640,Edgar,0,False,EUR,4.99,3,0
455700,Big Buck Hunter Arcade,0,False,EUR,2.49,28,5
455710,Project RPG Remastered,0,False,EUR,0.79,19,5
455720,Dolphin Defense,0,False,,,5,0
455770,YamaYama,0,False,EUR,9.99,8,0
455820,Omensight: Definitive Edition,0,False,EUR,16.79,542,8
455830,FrightShow Fighter,0,False,EUR,9.99,8,0
455910,STAR WARS™: Rogue Squadron 3D,0,False,EUR,8.19,692,6
455120,Stay Close,0,False,EUR,8.99,488,5
455190,Domain Defense VR,0,False,EUR,7.99,10,7
455200,The Battle for Sector 219,0,False,EUR,6.99,12,5
455230,Bazaar,0,False,EUR,4.99,9,0
455290,Dashing Dinos,0,False,EUR,9.99,2,0
455310,Bloody Chronicles - New Cycle of Death Visual Novel,0,False,EUR,16.79,23,5
455340,"Warhammer 40,000: Armageddon - Da Orks",0,False,EUR,19.99,36,5
455400,PAC-MAN 256,0,False,EUR,4.99,474,8
455440,Spell Fighter VR,0,True,,,9,0
455480,Shift Orb,0,False,EUR,4.99,1,0
455490,"Don't Die Dateless, Dummy!",0,False,EUR,2.99,47,5
454670,Piggy Princess,0,False,EUR,2.99,2,0
454680,MetaTron,0,False,,,11,4
454690,Cyber City 2157: The Visual Novel,0,False,EUR,3.99,8,0
454700,Shiny Gauntlet,0,False,EUR,0.99,2,0
454720,RAM BOE,0,False,EUR,1.62,9,0
454730,World Of Undead,0,False,EUR,4.99,4,0
454750,Aeternum,0,False,EUR,5.99,4,0
454770,Mystic Melee,0,False,EUR,14.99,16,7
454780,Atriage,0,False,EUR,9.99,2,0
454830,Beach Ball Valley,0,False,EUR,2.99,5,0
454870,Magic Quest,0,False,EUR,1.99,7,0
454890,Project Starship,0,False,EUR,2.39,118,6
454900,Amaranthine,0,False,EUR,2.49,38,7
454950,Mainlining,0,False,EUR,10.79,184,6
454970,Gravity Den,0,False,EUR,4.99,4,0
455000,The Lost,10,False,,,1,0
455080,Awakening: The Redleaf Forest Collector's Edition,0,False,EUR,9.99,9,0
455100,Gerty,0,False,EUR,13.49,18,7
455110,Pertinence,0,False,EUR,3.99,11,5
454170,XorceD - Sashiro's Laedrum,0,False,EUR,12.99,5,0
454180,CrazyCars3D,0,False,EUR,2.99,65,5
454190,Cubicolor,0,False,EUR,1.99,67,8
454200,Neon Hardcorps,0,False,EUR,0.79,23,4
454220,The Temporal Invasion,0,False,EUR,6.99,61,6
454230,SLG Remix,0,False,EUR,1.99,13,4
454240,A Tofu Tail,0,False,EUR,12.49,3,0
454250,The Eyes of Ara,0,False,EUR,12.49,277,8
454260,The HinterLands,0,False,EUR,2.99,4,0
454320,[the Sequence],0,False,EUR,3.99,86,8
454330,A Room Beyond,0,False,EUR,7.99,8,0
454350,Days of War: Definitive Edition,0,False,EUR,20.99,717,5
454370,Battlecursed,0,False,,,6,0
454390,Rally Copters,0,False,EUR,6.99,3,0
454410,GIGA WRECKER,0,False,EUR,19.99,124,6
454420,Mini Metal,0,False,EUR,9.99,1,0
454430,Crystal Chip Collector,0,False,EUR,4.99,1,0
454480,Break Through: Artificial Maze,0,False,EUR,0.99,1,0
454520,MilitAnt,0,False,EUR,9.99,5,0
454530,Decisive Campaigns: Barbarossa,0,False,EUR,45.99,87,8
454540,LuckCatchers,0,True,,,5,0
