,name,required_age,is_free,currency,final,total_reviews,review_score
496260,Corona Blossom Vol.1 Gift From the Galaxy,0,False,EUR,9.99,70,8
496290,Deep Dark Dungeon,0,False,EUR,8.19,12,5
496300,Kingdom: New Lands,0,False,EUR,14.99,3026,8
496310,Momento Temporis: Light from the Deep,0,False,EUR,4.99,12,5
496320,Running Gods,0,False,EUR,4.99,1,0
496340,Fighting Fantasy Legends,0,False,EUR,5.69,70,5
496350,Supipara - Chapter 1 Spring Has Come!,0,False,EUR,14.99,41,7
496360,RC Racing Off Road 2.0,0,False,EUR,12.99,3,0
496380,A Verdant Hue,0,False,EUR,14.99,4,0
496390,Shiny,0,False,EUR,9.99,8,0
496400,Renoir,0,False,EUR,9.99,20,5
495540,Dashy Square VR,0,False,EUR,1.99,1,0
495550,Baskhead,0,False,EUR,4.99,2,0
495560,Farm Manager 2018,0,False,EUR,19.99,706,5
495570,ConflictCraft,0,False,EUR,0.79,50,6
495580,Divided We Fall: Play For Free,0,True,,,89,5
495600,Asteroid Fight,0,True,,,2,0
495680,Overdriven Reloaded,0,False,EUR,7.99,11,6
495700,Gabriel Knight: Sins of the Father®,0,False,EUR,5.99,41,7
495720,Intrude,0,False,EUR,3.99,112,8
495730,Ghost Train VR,0,False,EUR,1.99,1,0
495760,Deios II // DEIDIA,0,False,EUR,9.99,10,6
495770,Free Balling,0,False,,,1,0
495780,Hexoscope,0,False,EUR,2.99,43,7
495820,Lil Tanks,0,False,EUR,4.25,5,0
495830,Endless Labyrinth,0,False,EUR,0.99,15,7
495890,Montaro,0,False,EUR,0.99,3916,9
495900,Lance A Lot: Classic Edition,0,False,EUR,4.99,29,6
495910,Dungeon Fighter Online,0,True,,,52,6
495960,The Secret Monster Society,0,False,EUR,3.99,19,5
495990,True Love ～Confide to the Maple～,0,False,EUR,10.99,34,6
496000,BowMage,0,False,EUR,9.99,4,0
495050,Mega Man Legacy Collection 2,0,False,EUR,14.99,402,8
495090,Evolution Planet: Gold Edition,0,False,EUR,4.99,12,5
495110,Enigmatis 3: The Shadow of Karkhala,0,False,EUR,7.99,197,8
495140,NARUTO: Ultimate Ninja STORM,0,False,EUR,19.99,1000,6
495200,DATH,0,False,EUR,5.99,3,0
495230,Hypnorain,0,False,EUR,8.19,3,0
495280,Disgaea 2 PC,0,False,EUR,19.99,684,8
495290,AccuRC 2,0,False,EUR,46.99,146,8
495300,TrumPiñata,0,False,EUR,0.99,18,5
495320,Ancient VR coaster,0,False,EUR,0.99,12,5
495390,The Wire Loop Game VR,0,False,EUR,3.99,5,0
495520,Ping Pong League,0,True,,,1,0
494580,STANDBY,0,False,EUR,2.39,35,6
494600,EARTH'S DAWN,12,False,EUR,12.49,43,6
494670,TransRoad: USA,0,False,EUR,24.99,147,5
494700,Eliosi's Hunt,0,False,EUR,8.19,18,5
494720,Morphblade,0,False,EUR,4.99,183,8
494740,Police Quest™ Collection,0,False,EUR,9.99,38,7
494780,MageWorks,0,False,EUR,3.99,8,0
494790,Captain Curve's Intergalactic Space Adventure,0,False,EUR,14.99,1,0
494810,VR: Vacate the Room (Virtual Reality Escape),0,False,EUR,3.99,169,8
494830,ViveSpray,0,False,EUR,3.29,64,5
494850,VeeR Pong,0,False,EUR,3.99,1,0
494960,Twisted Arrow,0,False,EUR,12.49,71,8
494970,Savana,0,False,EUR,14.99,6,0
494980,Wondership Q,0,False,EUR,9.99,7,0
494990,Too Angry to Space,0,False,EUR,4.99,16,4
495010,Ranger of the jungle,0,False,EUR,3.99,3,0
495030,VR Battle Grid,0,True,,,1,0
494160,Lionheart,0,False,,,5,0
494170,Miniature Garden,0,False,EUR,16.79,23,6
494220,Blight of the Immortals,0,True,,,1,0
494230,Heart's Medicine - Time to Heal,0,False,EUR,9.99,192,8
494290,MiDZone,0,False,EUR,2.99,10,5
494310,Unbreakable Vr Runner,0,False,EUR,3.29,42,7
494350,Bowl VR,0,False,EUR,6.99,18,4
494360,Barrow Hill: Curse of the Ancient Circle,0,False,EUR,7.99,60,8
494370,Orbital Strike: Arena,0,False,EUR,14.99,19,6
494380,VR Boxing Workout,0,False,EUR,4.99,7,0
494430,Praey for the Gods,0,False,EUR,29.99,600,8
494440,The Amazing Shinsengumi: Heroes in Love,13,False,EUR,15.99,38,4
494450,Office lovers,13,False,EUR,15.99,55,5
494460,Dangerous Relationship,17,False,EUR,15.99,42,5
494470,My Butler,17,False,EUR,9.99,51,5
494530,Orc Hunter VR,0,True,,,13,4
493670,Valkyrius Prime,0,False,EUR,7.99,3,0
493710,Laraan,0,False,EUR,4.99,18,5
493720,Haven Moon,0,False,EUR,8.19,286,6
493770,Awakened,0,False,,,3,0
493780,Nightork Adventures - Beyond the Moons of Shadalee,0,True,,,1,0
493790,#Archery,0,False,EUR,9.99,22,5
493810,Jonah's Path,0,True,,,1,0
493820,Rivais Em Batalha,0,False,EUR,1.59,1,0
493840,Marvel vs. Capcom: Infinite,0,False,EUR,39.99,831,5
493900,Dungeons 3,16,False,EUR,29.99,4166,8
493920,NeverMine,0,False,EUR,14.99,1,0
493980,Green Ranch,0,False,EUR,5.99,3,0
494000,Anthelion,0,False,EUR,14.99,4,0
494020,Splash Bash,0,False,EUR,14.99,1,0
494040,PuppetsVR,0,False,EUR,4.99,3,0
494050,Road to your City,0,False,EUR,8.19,24,5
494090,Dungeon Girl,0,False,EUR,9.99,12,5
494100,ENIGMA:,0,False,EUR,12.49,58,8
494120,RX squad,0,False,EUR,1.99,2,0
493180,Dynasty Feud,0,True,,,21,7
493200,RiME,0,False,EUR,34.99,1223,8
493220,After the Empire,0,False,EUR,7.99,39,6
493290,World VR Competition,0,False,EUR,11.99,18,6
493310,Requiem: Avenging Angel,0,False,EUR,9.99,31,7
493320,Killing Time,0,False,EUR,9.99,21,6
493340,Planet Coaster,0,False,EUR,37.99,20580,8
493380,ChessVR,0,False,EUR,4.99,8,0
493410,Steampuff: Phinnegan's Factory,0,False,EUR,3.99,18,6
493450,Wild Romance,0,False,EUR,8.99,38,5
493490,City Car Driving,0,False,EUR,23.49,2402,6
493500,Bank Limit : Advanced Battle Racing,0,False,EUR,22.99,5,0
493540,Figment,0,False,EUR,19.99,186,8
493580,Hidden Object - 12 in 1 bundle,0,False,EUR,5.99,80,5
493620,VR Disc Golf,0,False,EUR,9.99,11,6
493650,Deep Space Dash,0,False,EUR,0.79,53,4
493000,Battle Knights,0,False,USD,2.99,8,0
493040,Beat Ninja,0,False,EUR,12.99,4,0
493060,Ballistic Tanks,0,False,EUR,4.99,114,8
493080,Card Quest,0,False,EUR,8.19,169,8
493100,BellyBots,0,True,,,27,7
493110,KOTH,0,False,EUR,6.99,9,0
492710,VR Ping Pong,0,False,EUR,9.99,71,6
492800,Shonen Idle Z,0,True,,,5,0
492850,Astroderps,0,False,EUR,14.99,10,6
492860,Aperion Cyberstorm,0,False,EUR,12.5,1,0
492870,FIVE: Champions of Canaan,0,False,EUR,2.99,25,5
492170,Planet Driller,0,False,EUR,1.99,9,0
492180,Haimrik,0,False,EUR,9.99,26,7
492200,CapRiders: Euro Soccer,0,False,EUR,3.29,3,0
492220,Bohemian Killing,0,False,EUR,12.99,74,5
492230,Space Hulk: Tactics,0,False,EUR,29.99,305,5
492270,The Cat! Porfirio's Adventure,0,False,EUR,2.39,49,5
492280,The Agency: Chapter 1,0,False,EUR,2.39,14,5
492290,Has-Been Heroes,0,False,EUR,19.99,128,6
492340,Pixel Cup Soccer 17,0,False,EUR,9.99,69,8
492370,Affairs of the Court: Choice of Romance,0,False,EUR,4.99,59,6
492400,Thunder Gun: Revenge of the Mutants,0,False,EUR,9.99,3,0
492410,Rogues Like Us,0,False,EUR,9.99,16,6
492430,Alteric,0,False,EUR,3.99,30,5
492490,Zombie Apocalypse: Escape The Undead City,0,False,EUR,1.59,27,4
492500,Heroes of the Monkey Tavern,0,False,EUR,4.99,144,6
492530,The Dark Legions,0,False,EUR,1.99,50,6
492560,Malkia,0,False,EUR,14.99,1,0
492600,Ridge,0,False,EUR,7.99,4,0
492610,One Day : The Sun Disappeared,0,False,EUR,0.79,9,0
491650,Reset 1-1,0,False,EUR,1.59,27,5
491660,Assault on the Necrospire,0,True,,,7,0
491670,Stratego - Single Player,0,False,EUR,5.49,27,6
491700,Gotta Go,0,False,EUR,4.99,10,5
491710,Gun Range VR,0,False,EUR,1.99,9,0
491720,Nary,0,False,EUR,1.59,8,0
491770,Deformers,0,False,,,50,4
491790,Project Syria,0,True,,,1,0
491800,Across The Line,0,True,,,6,0
491830,Glow,0,False,EUR,4.99,11,7
491950,Orwell: Keeping an Eye On You,0,False,EUR,9.99,4061,8
492080,Vision of Aurora Borealis,0,False,EUR,3.99,24,6
492090,A-Train PC Classic / みんなのA列車で行こうPC,0,False,EUR,54.99,22,6
492160,3D Pool,0,False,EUR,0.79,7,0
491280,Drift Horizon Online,0,False,EUR,4.99,135,4
491330,12 Labours of Hercules V: Kids of Hellas (Platinum Edition),0,False,EUR,2.99,101,8
491350,Way of the Red,0,False,EUR,3.99,24,7
491390,Alchemist Penguin,0,False,EUR,1.99,8,0
491420,the 9th day:第九日,0,False,EUR,8.99,4,0
491440,Grim Dragons,0,False,EUR,5.99,9,0
491470,PRINCIPIA: Master of Science,0,False,EUR,9.99,35,6
491510,Vanilla Bagel: The Roguelike,0,False,EUR,12.99,16,5
491520,Zero-G VR,0,False,EUR,4.99,50,4
491530,Notruf 112 | Emergency Call 112,0,False,EUR,14.95,399,6
491560,Momonga Pinball Adventures,0,False,EUR,5.99,17,5
491580,Mahjong Destiny,0,False,EUR,1.59,10,5
490820,Fly O'Clock,0,False,EUR,0.99,91,8
490860,DashBored,0,False,EUR,4.99,28,7
490870,Weird Hero,0,False,EUR,3.29,15,5
490880,Robot Legions Reborn,0,False,EUR,2.39,18,6
490890,Ne no Kami: The Two Princess Knights of Kyoto,0,False,EUR,9.99,38,6
490910,Control Craft 3,0,False,EUR,0.79,10,5
490920,Wolfpack,0,False,EUR,29.99,643,8
490930,Need to Know,0,False,EUR,12.49,124,6
490950,Frost,0,False,EUR,6.99,68,8
490980,Daily Chthonicle: Editor's Edition,0,False,EUR,3.29,43,6
490990,Aiball,0,False,EUR,1.59,39,4
491000,Gravity Cat,0,False,EUR,2.99,128,6
491010,IN-VERT: Definitive Edition,0,False,EUR,4.49,21,6
491020,Revenge of the Spirit: Rite of Resurrection,0,False,EUR,6.99,2,0
491040,Bot Vice,0,False,EUR,9.99,445,8
491070,Shout Of Survival,0,False,EUR,4.99,4,0
491090,Ant Queen,0,False,EUR,4.99,134,5
491100,"Human, we have a problem",0,False,EUR,8.19,1,0
491110,Duckie Dash,0,False,EUR,9.99,4,0
491130,Red Trigger,0,True,,,16,7
491160,GemBreak,0,False,EUR,1.99,30,5
491180,Discrepant,0,True,,,8,0
491210,LUMBERMANCER,0,False,EUR,2.99,16,7
491220,Mr. Pumpkin Adventure,0,False,EUR,3.99,16,6
491240,Lil Big Invasion,0,False,EUR,2.99,12,7
491260,Take Thy Throne,0,False,EUR,1.59,53,5
490280,Realms of Magic,0,False,EUR,16.79,239,8
490300,Rabbit Island,0,False,EUR,1.99,4,0
490370,Imperium Galactica II,0,False,EUR,9.99,189,8
490380,Flight 787 - Advanced,0,False,,,23,3
490390,神明的一天世界(God's One Day World),0,False,EUR,9.99,11,5
490430,Octamari Rescue,0,False,EUR,14.99,1,0
490450,Tokyo 42,0,False,EUR,19.99,174,6
490490,Blasters of the Universe,0,False,EUR,14.99,156,8
490510,Pixel Puzzles 2: Christmas,0,False,EUR,3.99,9,0
490690,The Barbarian and the Subterranean Caves,0,False,EUR,3.99,14,6
489930,Adventures of Bertram Fiddle 2: A Bleaker Predicklement,0,False,EUR,7.39,76,8
489940,BATTALION 1944,16,False,EUR,19.99,9049,5
490040,Child of the Wind,0,False,EUR,6.59,11,7
490080,Lock's Quest,0,False,EUR,14.99,44,4
490100,Quell Zen,0,False,EUR,5.69,30,7
490160,Time Tenshi 2,0,False,EUR,9.99,33,7
490170,Mind OVR Matter,0,False,EUR,4.99,16,7
490220,Prismata,0,True,,,92,8
490230,SWARMRIDERS,0,True,,,22,7
490250,Locomancer,0,True,,,21,7
489570,Antisphere,0,False,EUR,1.99,43,5
489580,AWA,0,False,EUR,2.39,19,6
489600,The Golf Club VR,0,False,EUR,8.19,407,5
489610,Chicken Assassin: Reloaded,0,False,EUR,3.99,148,8
489660,Fabric,0,False,EUR,9.99,41,6
489700,Battle Forever,0,False,,,3,0
489720,Conga Master,0,False,EUR,8.99,20,7
489730,Run The Gamut,0,False,EUR,3.99,1,0
489740,Playthings: VR Music Vacation,0,False,EUR,0.79,10,7
489760,Demon Truck,0,False,EUR,4.99,28,7
489810,BlockAid,0,False,EUR,14.99,5,0
489830,The Elder Scrolls V: Skyrim Special Edition,0,False,KRW,18460.0,47531,9
489900,Bayla Bunny,0,False,EUR,1.59,1,0
489070,Edge of Twilight – Return To Glory,0,False,USD,14.99,13,4
489080,Spellforge,0,False,EUR,6.99,2,0
489100,MachRace,0,False,EUR,9.99,8,0
489110,Putty Pals,0,False,EUR,9.99,44,7
489120,Sling Ming,0,False,EUR,11.99,5,0
489140,Mr. Shifty,0,False,EUR,14.99,365,8
489160,VR Shooter Guns,0,False,EUR,4.95,5,0
489170,Galaxy Reavers,0,False,EUR,4.99,43,5
489220,Unforgiving Trials: The Darkest Crusade,0,False,EUR,0.99,14,5
489240,Exile to Death,18,False,EUR,19.99,7,0
489260,Brut@l,16,False,EUR,14.99,46,5
489360,CASE: Animatronics,0,False,EUR,8.99,462,6
489370,Quarantine,0,False,EUR,9.99,108,5
489380,QuiVr,0,False,EUR,19.99,400,8
489400,The Last Look,0,False,,,8,0
489440,Tentacult!,0,False,EUR,3.99,28,6
489460,The Last Leviathan,0,False,EUR,9.99,293,5
489470,Hide and Secret Treasure of the Ages,0,False,EUR,3.99,32,4
488821,Tom Clancy's Rainbow Six® Siege,0,False,EUR,19.99,2,0
488822,Tom Clancy's Rainbow Six® Siege,0,False,EUR,19.99,2,0
488823,Tom Clancy's Rainbow Six® Siege,0,False,EUR,19.99,2,0
488824,Tom Clancy's Rainbow Six® Siege,0,False,EUR,19.99,2,0
488890,GentleMoon 2,0,False,EUR,2.99,22,7
488910,Astral Heroes,0,True,,,3,0
488920,Knockout League - Arcade VR Boxing,0,False,EUR,16.79,249,6
488950,Werewolves Within™,0,False,EUR,19.99,88,5
488960,Star Vikings Forever,0,False,EUR,7.99,12,7
489000,The Infinite Black,0,True,,,2,0
489020,iGrow Game,0,False,EUR,0.79,90,5
489050,Whitetail Challenge,0,False,EUR,3.99,6,0
488310,Eleven Table Tennis,0,False,EUR,19.99,1638,9
488330,Highway to the Moon,0,False,EUR,0.99,1,0
488350,The Karters,0,False,EUR,16.79,47,4
488360,Vistascapes VR,0,True,,,24,5
488440,Angeldust,0,False,EUR,2.39,9,0
488460,Zeus Quest Remastered,0,False,EUR,6.99,2,0
488480,SpaceRoads,0,False,EUR,2.99,2,0
488500,The book of commands : Lost Symbol,0,False,EUR,9.99,1,0
488550,Dream Car Builder,0,False,EUR,8.19,418,8
488580,Hover 2030,0,False,EUR,0.79,27,6
488590,Armed Against the Undead,0,False,EUR,19.99,22,7
488660,Just Deserts,0,False,EUR,9.99,150,8
488690,MX Nitro: Unleashed,0,False,EUR,8.19,21,7
488730,God's Trigger,0,False,EUR,14.99,113,6
488760,Left-Hand Path,0,False,EUR,27.99,102,8
488770,Her Majesty's SPIFFING,0,False,EUR,11.99,176,6
488790,South Park™: The Fractured But Whole™,0,False,EUR,59.99,8104,6
487720,Agony,0,False,,,783,5
487730,Hat Trick Header,0,False,,,4,0
487770,Hoops VR,0,False,EUR,4.99,32,6
488020,Day of Destruction,0,False,EUR,12.49,2,0
488040,VR Toolbox: 360 Desktop,0,False,EUR,8.19,70,6
488070,Escargot Kart,0,False,,,7,0
488080,Taxi,0,False,EUR,1.99,1,0
488150,Octoshield VR,0,False,EUR,4.99,24,5
488210,JDM Tuner Racing,0,False,EUR,2.39,36,5
488220,Valcarta: Rise of the Demon,0,False,EUR,1.59,2,0
488280,Gun Done,0,False,EUR,0.99,105,8
488300,Infinite Air with Mark McMorris,0,False,,,184,6
487330,Totally Unbalanced,0,True,,,20,5
487350,Pirate Pop Plus,0,False,EUR,4.99,12,7
487370,Akin,0,False,EUR,0.79,21,5
487430,KARAKARA,0,False,EUR,9.99,205,8
487530,Simple Ball: Extended Edition,0,False,EUR,1.59,13,4
487580,Ludo Supremo,0,False,EUR,1.59,9,0
487590,Pepe Porcupine,0,False,EUR,0.79,8,0
487600,Puzzles Under The Hill,0,False,EUR,0.79,7,0
487630,Lantern,0,False,EUR,6.99,14,5
486780,Fruit Ninja VR,0,False,EUR,14.99,467,8
486810,House of Snark 6-in-1 Bundle,0,False,EUR,11.99,41,7
486850,Card of spirits(卡灵),0,False,EUR,0.79,10,5
486890,Gear Gauntlet,0,False,EUR,6.99,1,0
486940,Handball Action Total,0,False,EUR,9.99,5,0
486990,Jump Stars,0,False,EUR,9.99,6,0
487000,Quest Hunter,0,False,EUR,19.99,573,8
487020,Fantasy Mosaics 14: Fourth Color,0,False,EUR,6.99,16,7
487030,Beasts Battle,0,False,EUR,3.29,15,6
487040,88 Heroes,0,False,EUR,14.99,15,6
487120,Citadel: Forged with Fire,0,False,EUR,33.99,2860,5
487160,Trials of Azra,0,False,EUR,7.99,45,7
487180,The Lords of the Earth Flame,0,False,EUR,9.99,17,5
487220,Freebie,0,False,EUR,0.79,162,6
487250,Spaera,0,False,EUR,9.99,7,0
486290,Waddle Home,0,False,EUR,3.99,21,7
486300,Plan Z Chapter 1,0,False,EUR,0.99,11,4
486310,Meadow,0,False,EUR,3.99,2005,8
486320,Orbit: Satellite Defense,0,False,EUR,3.99,1,0
486350,Square Arena,0,False,EUR,4.99,2,0
486360,Timore Inferno,0,False,EUR,4.99,8,0
486370,Pinball Evolution VR,0,False,EUR,6.59,26,7
486380,Shigatari,0,False,EUR,2.99,96,8
486410,Biosys Inc,0,False,EUR,3.99,4,0
486440,Mosh Pit Simulator,0,False,EUR,8.19,29,6
486470,Derelict Redux,0,False,EUR,4.99,16,5
486480,Tales of Destruction,0,False,EUR,1.59,15,4
486490,Witan,0,True,,,9,0
486500,Spooky Heroes,0,False,EUR,4.99,2,0
486510,TOKYO WARFARE,0,False,EUR,4.99,179,8
486540,Townsmen,0,False,,,36,5
486550,The Caretaker - Dungeon Nightshift,0,False,EUR,7.99,3,0
486630,Toxic Terror,0,False,EUR,0.79,5,0
486640,Cheaters Blackjack 21,0,False,EUR,3.99,5,0
486650,Potato Thriller,0,False,EUR,2.61,242,8
486660,Super Mixtape,0,False,EUR,12.99,4,0
486670,Easy French™ Platinum,0,False,EUR,27.99,5,0
486690,Pastelia Stories,0,False,EUR,9.99,8,0
486720,Bastard Bonds,0,False,EUR,8.99,378,8
486760,Master Of Marbles,0,False,EUR,2.99,1,0
485890,Summer Sale,0,False,EUR,0.99,376,5
485900,Hardware Engineers,0,False,EUR,14.99,144,8
485920,Neon Warp,0,False,EUR,1.99,15,5
485950,Rise of the Ancients,0,False,EUR,0.9,66,4
485970,Cyber Sentinel,0,False,EUR,9.99,11,7
485980,Syrian Warfare,0,False,EUR,11.59,944,8
486020,Hero,0,False,EUR,3.99,4,0
486120,Escape The Past,0,False,EUR,4.99,4,0
486130,Best Buds vs Bad Guys,0,False,EUR,12.99,5,0
486140,9Grids VR,0,False,EUR,1.99,3,0
486150,Radical Spectrum: Volume 1,0,False,EUR,0.79,19,4
486170,Bathory - The Bloody Countess,0,False,EUR,5.99,6,0
486180,The Penguin Factory,0,False,EUR,1.59,4,0
486230,Con Amore,0,False,EUR,3.99,10,6
485340,The Orchard of Stray Sheep,0,False,EUR,9.99,19,6
485350,Winter Novel,0,False,EUR,1.99,84,5
485360,Disgraced,0,False,EUR,7.39,55,8
485370,Mad Combat Marines,0,False,EUR,0.99,121,5
485380,Welcome to the Game,18,False,EUR,4.99,1291,8
485390,Machine Made: Rebirth,0,False,EUR,3.99,2,0
485430,NAL Is Alive,0,False,EUR,8.19,4,0
485460,The Banner Saga 3,0,False,EUR,24.99,845,8
485490,Dungeon Journey,0,False,EUR,1.99,69,8
485500,Smithy,0,False,EUR,3.29,21,5
485570,Milford Heaven - Luken's Chronicles,0,False,EUR,0.79,4,0
485590,Citadel,0,False,,,3,0
485600,OESE,0,True,,,33,7
485620,Pick a Hero,0,False,EUR,1.59,30,6
485630,Brazed,0,False,,,18,5
485640,Genius Greedy Mouse,0,False,EUR,1.59,17,6
485650,Campaign Clicker,0,True,,,5,0
485660,Karma Miwa,0,False,EUR,0.79,9,0
485670,Mini Golf Arena,0,False,EUR,8.99,105,5
485680,sphereFACE,0,False,EUR,9.99,19,7
485690,Hope Lake,0,False,EUR,7.99,199,5
485730,Shift,0,False,EUR,0.99,64,6
485750,Magnetta,0,False,EUR,8.19,14,5
485790,JOLT: Super Robot Racer,0,False,EUR,5.99,3,0
485800,Runeous: Part One,0,True,,,2,0
485820,e-River Cabin Journal,0,False,EUR,9.99,39,5
485830,Star Merc,0,False,EUR,1.99,12,5
485860,Impossible Quest,0,False,EUR,1.99,81,5
485870,Super Duper Party Pooper,0,False,EUR,0.99,126,8
485880,L U N E,0,False,EUR,2.99,39,7
484930,Beekyr Reloaded,0,False,EUR,9.99,17,7
484950,Evil Maze,0,False,EUR,1.99,136,5
484990,Alveari,0,False,EUR,14.99,1,0
485000,Cthulhu Realms,0,True,,,11,5
485030,PLANET ALPHA,0,False,EUR,19.99,157,6
485040,Nurse Love Addiction,0,False,EUR,36.99,141,8
485080,Megapolis,0,False,EUR,3.99,26,6
485110,PlanetFate,0,False,EUR,3.29,14,7
485120,Frog Climbers,0,False,EUR,6.99,37,7
485150,Web Designer 12 Premium Steam Edition,0,False,,,5,0
485160,Black Hole Hazard,0,False,EUR,4.99,10,6
485230,HALP!,0,True,,,2,0
485240,Push For Emor,0,False,EUR,12.99,26,5
485260,Talent Not Included,0,False,EUR,12.99,4,0
485270,Arachnophobia,0,False,EUR,2.39,8,0
485290,Vermillion Watch: Moorgate Accord Collector's Edition,0,False,EUR,8.19,10,7
485310,Head Shot,0,False,EUR,1.99,25,5
485330,Star Drifter,0,False,EUR,0.79,46,4
484830,Deep Blue 3D Maze in Space,0,False,EUR,2.99,12,5
484870,Battle Dome,0,False,EUR,1.59,399,8
484890,Crazy Otto,0,False,EUR,3.99,9,0
484900,Aven Colony,0,False,EUR,29.99,785,6
483950,SMILE GAME BUILDER,0,False,EUR,64.99,111,8
483960,Purino Party,0,False,EUR,11.99,151,5
483970,Directionless,0,False,EUR,0.99,53,8
483980,Mad Father,0,False,EUR,8.19,1299,9
484350,VRZ: Torment,0,False,EUR,9.99,143,6
484390,Hanger World,0,False,EUR,3.2,8,0
483490,Circuitous ®,0,False,EUR,3.99,5,0
483680,PolyDome,0,True,,,1,0
483770,Autobahn Police Simulator 2,0,False,EUR,19.95,132,5
483820,Four Realms,0,False,EUR,3.29,1,0
483850,Guns N' Boxes,0,False,EUR,9.99,13,5
482390,The Night Cafe: A VR Tribute to Vincent Van Gogh,0,True,,,2,0
482450,Nitroplus Blasterz: Heroines Infinite Duel,0,False,EUR,19.99,269,8
482460,Reverence: The Ultimate Combat Experience,0,False,EUR,14.99,5,0
482890,Fantasy Kingdom Simulator,0,False,EUR,0.43,30,3
482920,Hero Zero,0,True,,,11,6
481950,Emily: Displaced,0,False,EUR,14.99,6,0
482210,Quarterback SNAP,0,False,EUR,9.99,6,0
482300,Investigator,0,False,EUR,3.99,238,5
482330,Legends of the Universe - StarCore,0,False,EUR,1.59,32,5
481510,Night in the Woods,0,False,EUR,19.99,8061,8
481600,Finding Hope,0,False,EUR,0.89,19,5
481870,Mini Thief,0,False,EUR,3.99,131,5
481110,The Bunker,0,False,EUR,10.79,383,5
481180,System Crash,0,False,EUR,12.49,164,8
481190,Stable Orbit - Build your own space station,0,False,EUR,16.79,205,5
480480,Slash or Die,0,False,EUR,4.99,61,8
480490,Prey,0,False,EUR,11.99,13214,8
480500,Dogfight Elite,0,False,EUR,12.49,14,6
480640,Pathfinder Adventures,0,False,EUR,9.99,349,5
480650,Yu-Gi-Oh! Legacy of the Duelist,0,False,EUR,19.99,1713,8
480690,Inbound,0,False,EUR,2.99,34,7
480710,Moatboat,0,False,,,1,0
480770,Dreamals,0,False,EUR,3.99,1,0
480900,Slap Village: Reality Slap,0,False,EUR,5.69,28,5
479990,Dungeons & Darkness,0,False,EUR,9.99,54,5
480410,Mitch: Berry Challenge,0,False,EUR,3.99,6,0
480450,Floppy Heroes,0,False,EUR,2.99,94,8
479100,Music Wars Empire,0,False,EUR,14.99,80,5
479110,Hunter's Legacy,0,False,EUR,6.99,10,7
479130,ESEA,0,True,,,98,5
479140,Framed Wings,0,False,EUR,3.99,15,7
479150,BoX -containment-,0,False,EUR,0.79,2,0
479170,Drunk Wizards,0,False,EUR,7.99,1,0
479180,Space Universe,0,False,EUR,14.99,5,0
479200,Champions of Odin,0,False,EUR,12.49,2,0
479310,Doodler,0,True,,,3,0
479330,Crazy Stone Deep Learning -The First Edition-,0,False,EUR,73.99,17,6
478950,V ARRR,0,False,EUR,9.99,63,5
478960,Clickteam Fusion 2.5 Free Edition,0,True,,,1,0
478980,Mansions of Madness,0,True,,,8,0
479000,IrreVRsible,0,False,EUR,1.99,30,7
479010,Kodon,0,False,EUR,49.99,148,6
479020,Pirates of the Polygon Sea,0,False,EUR,7.39,55,5
479040,Metamorphic,0,False,EUR,4.99,16,5
478210,BUDDY,0,False,EUR,9.99,19,4
478000,Qantas VR,0,True,,,1,0
478010,ABC Coloring Town,0,False,EUR,1.59,8,0
478020,Old School 8-in-1 bundle,0,False,EUR,7.99,2,0
477720,Toricky,0,False,EUR,14.99,7,0
477730,Eador. Imperium,0,False,EUR,19.99,443,6
477740,Zero Escape: The Nonary Games,0,False,EUR,24.99,1869,9
477750,Thirty Years' War,0,False,EUR,27.99,21,5
477770,Ride 2,0,False,EUR,29.99,693,8
477800,Piñata,0,True,,,1,0
477870,Yomawari: Night Alone,0,False,EUR,19.99,408,8
477900,Lord of Dwarves,0,False,EUR,19.99,47,7
477910,Wanderer of Teandria,0,False,EUR,3.99,2,0
477010,10 Minute Tower,0,False,EUR,14.99,3,0
477120,Train Chase,0,False,EUR,8.19,1,0
477130,Surge,0,True,,,4,0
477140,SparkDimension,0,False,EUR,9.99,2,0
477160,Human: Fall Flat,0,False,EUR,19.99,18921,9
477170,Chamber 19,0,False,EUR,14.99,24,5
477180,Shard Games,0,False,EUR,7.99,10,5
477190,Epic Snowday Adventure,0,False,EUR,7.99,3,0
477200,Descent: Road to Legend,0,True,,,8,0
